gender,age_clean,bmi,height_m,weight_kg,overweight_family,consum_cf,consum_vf,consum_daily,consum_other,smoking,consum_water,cal_monitoring,phyical_activity,device_usage,consum_alchohol,transportation,Obesity
Female,32,25.57,1.7,73.9,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,2
Male,24,25.96,1.76,80.4,1,1,3,1,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,27,26.47,1.76,82.0,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,21,25.98,1.83,87.0,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,21,26.3,1.82,87.1,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,21,26.25,1.81,86.0,1,1,2,3,Sometimes,no,2,no,2,1,Sometimes,pt,2
Male,20,26.36,1.82,87.3,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,23,26.37,1.71,77.1,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Female,23,27.01,1.61,70.0,1,1,1,3,no,no,2,no,1,0,Sometimes,pt,2
Female,22,26.33,1.62,69.1,1,1,1,3,no,no,2,no,1,0,Sometimes,pt,2
Female,22,25.5,1.76,79.0,1,1,2,2,Sometimes,no,1,no,1,1,Sometimes,pt,2
Female,22,25.5,1.76,79.0,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,2
Male,20,25.48,1.87,89.1,1,1,2,4,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,23,25.08,1.91,91.5,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,23,25.76,1.62,67.6,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Female,22,25.34,1.77,79.4,1,1,3,1,Sometimes,no,2,no,3,0,Sometimes,pt,2
Female,22,25.31,1.77,79.3,1,1,3,1,Sometimes,no,2,no,3,0,Sometimes,pt,2
Female,20,25.62,1.79,82.1,1,1,1,1,Sometimes,no,2,no,3,0,no,pt,2
Male,22,25.69,1.72,76.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Male,22,26.96,1.69,77.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,29,25.72,1.71,75.2,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,c,2
Male,30,26.51,1.78,84.0,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Male,27,26.47,1.76,82.0,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Male,24,26.64,1.7,77.0,1,1,2,3,Sometimes,no,2,no,1,2,Sometimes,pt,2
Male,21,25.68,1.83,86.0,1,1,2,3,Sometimes,no,3,no,2,0,Sometimes,pt,2
Female,23,26.26,1.59,66.4,0,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,31,27.07,1.66,74.6,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,2
Female,32,25.48,1.66,70.2,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,2
Male,24,26.16,1.72,77.4,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,19,26.61,1.47,57.5,0,1,2,3,Sometimes,no,1,yes,1,1,Sometimes,pt,2
Female,19,24.74,1.51,56.4,0,1,2,3,Sometimes,no,1,yes,1,0,Sometimes,pt,2
Female,18,25.46,1.61,66.0,1,1,2,1,Sometimes,no,2,yes,1,1,no,pt,2
Female,23,26.21,1.57,64.6,0,1,2,1,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,28,26.67,1.56,64.9,0,1,2,1,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,36,27.18,1.66,74.9,1,0,3,2,Sometimes,no,1,no,1,0,Sometimes,c,2
Male,25,25.19,1.87,88.1,1,1,2,2,Sometimes,no,1,no,1,1,Sometimes,c,2
Male,24,25.75,1.86,89.1,1,1,2,1,Sometimes,no,1,no,1,1,Sometimes,c,2
Female,41,25.32,1.58,63.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,2
Female,17,26.31,1.63,69.9,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,2
Female,18,25.12,1.65,68.4,1,1,1,1,Sometimes,no,1,yes,1,0,no,pt,2
Female,17,25.53,1.62,67.0,1,1,1,1,Sometimes,no,2,yes,1,0,no,pt,2
Female,19,25.69,1.66,70.8,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,2
Female,20,27.1,1.63,72.0,1,1,2,2,Sometimes,no,2,no,1,0,no,pt,2
Female,21,27.31,1.52,63.1,0,1,2,3,Sometimes,no,1,yes,1,0,Sometimes,pt,2
Female,20,26.19,1.53,61.3,0,1,2,2,Sometimes,no,1,yes,1,1,Sometimes,pt,2
Female,19,25.85,1.61,67.0,1,1,3,2,Sometimes,no,2,yes,1,0,Sometimes,pt,2
Male,34,25.98,1.85,88.9,0,1,2,2,Sometimes,no,1,no,2,0,no,c,2
Female,34,25.4,1.74,76.9,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,2
Female,20,25.85,1.77,81.0,1,1,2,1,Sometimes,no,2,no,3,0,no,pt,2
Female,20,26.17,1.77,82.0,1,1,2,1,Sometimes,no,2,no,3,0,no,pt,2
Male,20,26.31,1.81,86.2,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,20,26.6,1.82,88.1,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Female,22,25.76,1.77,80.7,1,1,2,3,Sometimes,no,2,no,1,2,Frequently,pt,2
Female,20,26.17,1.77,82.0,1,1,2,2,Sometimes,no,2,no,2,1,Frequently,pt,2
Female,19,26.87,1.63,71.4,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,2
Female,22,25.69,1.72,76.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,18,24.68,1.55,59.3,0,1,1,2,Sometimes,no,1,yes,1,1,Sometimes,pt,2
Male,27,26.28,1.83,88.0,0,1,2,1,Sometimes,no,1,no,2,0,no,c,2
Male,28,26.61,1.83,89.1,0,1,2,2,Sometimes,no,1,no,2,0,no,c,2
Male,22,26.08,1.65,71.0,0,1,2,1,no,no,2,no,1,0,Sometimes,pt,2
Male,22,27.1,1.63,72.0,0,1,2,1,no,no,2,no,1,0,Sometimes,pt,2
Male,28,26.8,1.81,87.8,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,2
Male,23,26.13,1.71,76.4,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Male,22,26.33,1.7,76.1,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,22,26.72,1.63,71.0,1,1,1,3,no,no,2,no,1,0,Sometimes,pt,2
Male,20,25.62,1.87,89.6,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,pt,2
Female,40,28.7,1.75,87.9,0,1,2,3,Sometimes,no,1,no,3,0,Sometimes,c,2
Female,41,26.74,1.75,81.9,0,1,2,3,Sometimes,no,1,no,1,1,Sometimes,c,2
Male,21,26.05,1.82,86.3,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Male,21,24.92,1.86,86.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Male,22,26.03,1.72,77.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,20,26.47,1.76,82.0,1,1,2,1,Sometimes,no,2,no,3,0,no,pt,2
Male,25,25.53,1.73,76.4,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,2
Male,24,26.96,1.69,77.0,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,2
Female,35,26.92,1.69,76.9,1,1,3,1,Sometimes,no,1,no,1,0,Sometimes,c,2
Female,23,26.66,1.61,69.1,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Female,22,26.69,1.63,70.9,1,1,1,3,Sometimes,no,2,no,1,1,Sometimes,pt,2
Male,22,27.02,1.62,70.9,0,1,1,2,no,no,2,no,1,0,Sometimes,pt,2
Male,22,27.24,1.62,71.5,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Female,40,26.42,1.56,64.3,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,2
Female,40,26.0,1.58,64.9,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,2
Female,38,26.73,1.54,63.4,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,2
Female,23,26.75,1.74,81.0,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,pt,2
Female,23,26.23,1.74,79.4,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,23,26.4,1.64,71.0,0,1,2,1,no,no,2,no,1,0,Sometimes,pt,2
Male,22,27.1,1.63,72.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Male,22,27.1,1.63,72.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Male,22,26.72,1.63,71.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Female,31,26.15,1.65,71.2,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,2
Female,32,25.49,1.69,72.8,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,2
Female,22,26.01,1.77,81.5,1,1,2,1,Sometimes,no,2,no,3,0,Sometimes,pt,2
Male,21,26.01,1.83,87.1,1,1,2,3,Sometimes,no,2,no,3,0,Sometimes,pt,2
Male,21,25.77,1.83,86.3,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,23,26.33,1.71,77.0,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Female,22,26.22,1.62,68.8,1,1,2,3,no,no,3,no,1,0,Sometimes,pt,2
Female,23,26.67,1.62,70.0,1,1,1,3,no,no,2,no,1,0,Sometimes,pt,2
Male,24,26.06,1.72,77.1,1,1,2,3,Sometimes,no,2,no,1,2,Sometimes,pt,2
Male,24,25.96,1.73,77.7,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,2
Male,21,27.0,1.84,91.4,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Female,23,25.95,1.62,68.1,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Female,23,26.27,1.61,68.1,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Female,22,25.5,1.76,79.0,1,1,2,2,Sometimes,no,1,no,1,1,Sometimes,pt,2
Female,22,26.35,1.75,80.7,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,pt,2
Male,20,25.62,1.79,82.1,1,1,1,2,Sometimes,no,2,no,3,0,no,pt,2
Male,22,25.69,1.72,76.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Male,22,26.3,1.7,76.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,30,26.25,1.67,73.2,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,c,2
Male,25,26.31,1.79,84.3,1,1,1,3,Sometimes,no,2,no,1,0,no,pt,2
Male,27,26.42,1.78,83.7,1,1,1,3,Sometimes,no,2,no,1,0,no,pt,2
Male,24,26.33,1.71,77.0,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,2
Male,21,26.05,1.82,86.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Female,23,25.62,1.61,66.4,0,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,33,26.54,1.68,74.9,1,1,2,3,Sometimes,no,1,no,1,1,Sometimes,c,2
Male,24,26.37,1.71,77.1,1,1,3,3,Sometimes,no,2,no,1,1,Sometimes,pt,2
Male,24,25.96,1.72,76.8,1,1,2,3,Sometimes,no,1,no,1,1,Sometimes,pt,2
Female,18,24.71,1.5,55.6,0,1,1,1,Sometimes,no,2,yes,1,1,Sometimes,pt,2
Female,19,24.26,1.53,56.8,0,1,1,2,Sometimes,no,1,yes,1,1,Sometimes,pt,2
Female,17,24.88,1.63,66.1,1,1,2,1,Sometimes,no,1,yes,1,1,no,pt,2
Female,24,26.21,1.6,67.1,0,1,2,2,Sometimes,no,2,no,2,1,Sometimes,pt,2
Female,36,26.08,1.69,74.5,1,1,3,2,Sometimes,no,1,no,1,0,Sometimes,c,2
Male,24,25.69,1.88,90.8,1,1,2,2,Sometimes,no,1,no,1,1,Sometimes,c,2
Female,40,25.16,1.59,63.6,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,2
Male,21,26.57,1.63,70.6,0,1,2,1,no,no,2,no,1,1,Sometimes,pt,2
Female,17,26.18,1.62,68.7,1,1,2,1,Sometimes,no,2,yes,1,1,no,pt,2
Female,19,26.05,1.63,69.2,1,1,1,1,Sometimes,no,1,yes,1,1,no,pt,2
Male,20,26.08,1.65,71.0,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,2
Female,21,25.48,1.58,63.6,0,1,2,2,Sometimes,no,1,yes,1,0,Sometimes,pt,2
Female,21,27.43,1.55,65.9,0,1,2,2,Sometimes,no,1,yes,1,0,Sometimes,pt,2
Female,18,25.85,1.61,67.0,1,1,3,2,Sometimes,no,2,yes,1,1,Sometimes,pt,2
Female,18,25.85,1.61,67.0,1,1,2,2,Sometimes,no,2,yes,1,1,Sometimes,pt,2
Male,30,28.12,1.78,89.1,0,1,1,3,Sometimes,no,1,no,2,0,no,c,2
Female,33,27.62,1.66,76.1,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,2
Female,33,27.14,1.66,74.8,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,2
Male,19,26.47,1.76,82.0,1,1,2,2,Sometimes,no,2,no,1,0,Frequently,pt,2
Male,21,26.44,1.85,90.5,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,21,26.78,1.83,89.7,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Female,20,25.95,1.77,81.3,1,1,2,1,Sometimes,no,3,no,1,1,no,pt,2
Female,19,26.08,1.63,69.3,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,2
Female,19,25.7,1.74,77.8,1,1,2,3,Sometimes,no,2,no,1,1,Frequently,pt,2
Female,19,25.76,1.74,78.0,1,1,2,3,Sometimes,no,2,no,1,0,Frequently,pt,2
Female,21,27.76,1.55,66.7,0,1,2,2,Sometimes,no,1,yes,1,0,Sometimes,pt,2
Male,22,28.5,1.78,90.3,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,23,29.41,1.76,91.1,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,22,28.7,1.68,81.0,1,1,2,3,Sometimes,no,2,no,2,1,no,pt,3
Male,22,27.6,1.73,82.6,1,1,2,2,Sometimes,no,2,no,2,1,no,pt,3
Male,34,28.08,1.92,103.5,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,w,3
Male,32,27.27,1.75,83.5,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,3
Male,31,28.45,1.71,83.2,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,3
Male,22,27.4,1.73,82.0,1,1,2,3,Sometimes,no,2,no,3,1,no,pt,3
Male,24,29.76,1.66,82.0,1,1,2,3,Sometimes,no,2,no,1,2,no,pt,3
Female,30,26.7,1.59,67.5,1,0,2,2,Sometimes,no,1,no,2,1,Sometimes,pt,3
Male,40,27.06,1.79,86.7,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,c,3
Male,36,27.65,1.83,92.6,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,3
Female,21,28.34,1.54,67.2,1,0,2,3,Sometimes,no,2,no,2,1,no,pt,3
Female,23,28.11,1.49,62.4,1,0,2,2,Sometimes,no,1,no,1,0,no,pt,3
Male,20,28.03,1.78,88.8,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,3
Female,22,28.32,1.58,70.7,1,0,2,3,Sometimes,no,1,no,1,1,no,pt,3
Female,22,28.0,1.58,69.9,1,0,2,3,Sometimes,no,1,no,1,1,no,pt,3
Male,23,28.09,1.8,91.0,1,1,1,1,Sometimes,no,2,no,1,1,Sometimes,pt,3
Male,24,27.75,1.81,90.9,1,1,1,1,Sometimes,no,2,no,1,0,Sometimes,pt,3
Female,24,27.7,1.71,81.0,1,1,2,3,Sometimes,no,2,no,1,1,no,pt,3
Female,24,28.88,1.68,81.5,1,1,2,2,Sometimes,no,1,no,1,1,no,pt,3
Male,26,29.31,1.71,85.7,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,3
Male,25,29.07,1.72,86.0,1,1,2,2,Sometimes,no,1,no,1,1,Sometimes,pt,3
Female,26,27.39,1.71,80.1,1,1,2,3,Sometimes,no,3,no,1,0,Sometimes,pt,3
Male,32,27.2,1.85,93.1,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,3
Male,25,27.97,1.71,81.8,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Female,30,27.36,1.71,80.0,1,1,3,3,Sometimes,no,1,no,2,1,Frequently,c,3
Male,19,28.8,1.71,84.2,1,0,2,2,Sometimes,no,1,no,1,0,no,pt,3
Female,20,28.43,1.67,79.3,1,1,2,2,Sometimes,no,3,no,1,0,Sometimes,pt,3
Male,27,28.4,1.85,97.2,1,1,1,2,Sometimes,no,2,no,2,1,Sometimes,pt,3
Male,24,28.1,1.83,94.1,1,1,1,1,Sometimes,no,2,no,1,1,Sometimes,pt,3
Male,24,28.83,1.73,86.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,24,28.4,1.8,92.0,1,1,2,3,Sometimes,no,1,no,1,1,Sometimes,pt,3
Female,26,27.94,1.71,81.7,1,1,2,3,Sometimes,no,2,no,1,1,Frequently,pt,3
Male,35,29.97,1.69,85.6,1,1,2,1,Sometimes,no,2,no,1,0,no,c,3
Female,28,28.9,1.67,80.6,1,1,2,2,Sometimes,no,2,no,1,0,Frequently,pt,3
Male,56,25.72,1.78,81.5,0,1,2,3,Sometimes,no,2,no,1,0,no,c,3
Male,36,27.46,1.78,87.0,1,1,2,3,Sometimes,no,2,no,2,0,no,c,3
Male,23,29.76,1.66,82.0,1,1,2,3,Sometimes,no,2,no,1,2,no,pt,3
Male,19,29.39,1.66,81.0,1,1,2,2,Sometimes,no,1,no,1,0,no,pt,3
Female,43,29.1,1.66,80.2,1,1,2,3,Sometimes,no,1,no,1,1,no,c,3
Male,23,28.55,1.7,82.5,1,1,2,2,Sometimes,no,2,no,3,1,Sometimes,pt,3
Female,30,27.83,1.54,66.0,1,0,2,1,Sometimes,no,1,no,1,0,no,pt,3
Female,26,26.76,1.58,66.8,1,0,2,1,Sometimes,no,1,no,1,0,no,pt,3
Female,23,28.81,1.51,65.7,1,0,2,1,Sometimes,no,2,no,1,0,no,pt,3
Female,24,28.48,1.52,65.8,1,0,2,3,Sometimes,no,2,no,1,0,no,pt,3
Male,24,28.49,1.71,83.3,1,1,2,2,Sometimes,no,1,no,1,1,Sometimes,pt,3
Male,24,27.63,1.73,82.7,1,1,2,1,Sometimes,no,1,no,1,1,Sometimes,pt,3
Female,39,27.36,1.71,80.0,1,1,3,3,Sometimes,no,2,no,1,0,no,c,3
Female,38,29.76,1.66,82.0,1,1,2,3,Sometimes,no,1,no,1,1,no,c,3
Female,35,27.45,1.69,78.4,1,1,3,2,Sometimes,no,1,no,2,0,no,c,3
Female,35,28.71,1.66,79.1,1,1,2,1,Sometimes,no,1,no,1,0,no,c,3
Male,32,28.91,1.86,100.0,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,3
Male,35,28.63,1.85,98.0,1,1,2,1,Sometimes,no,3,no,1,0,Sometimes,c,3
Female,20,29.49,1.57,72.7,1,0,3,3,Sometimes,no,2,no,1,1,Sometimes,pt,3
Female,20,27.89,1.63,74.1,1,0,3,3,Sometimes,no,2,no,1,1,Sometimes,pt,3
Male,21,27.02,1.71,79.0,1,0,1,2,Sometimes,no,2,no,1,0,no,pt,3
Male,52,27.15,1.76,84.1,1,1,2,3,Sometimes,no,1,no,1,0,no,c,3
Male,19,29.07,1.73,87.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,19,27.48,1.77,86.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,20,28.18,1.71,82.4,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,pt,3
Female,35,27.54,1.7,79.6,1,1,3,1,Sometimes,no,2,no,1,0,no,c,3
Male,18,29.72,1.8,96.3,1,1,2,3,Sometimes,no,3,no,1,0,Sometimes,pt,3
Male,34,28.39,1.72,84.0,1,1,2,2,Sometimes,no,2,no,2,0,no,c,3
Male,34,28.67,1.74,86.8,1,1,2,2,Sometimes,no,2,no,3,0,no,c,3
Female,37,29.07,1.71,85.0,1,1,2,1,Sometimes,no,2,no,1,0,no,c,3
Female,21,28.03,1.64,75.4,1,0,2,1,Sometimes,no,2,no,2,0,Sometimes,pt,3
Female,20,30.2,1.56,73.5,1,0,3,3,Sometimes,no,2,no,2,1,Sometimes,pt,3
Male,35,27.67,1.85,94.7,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,3
Male,24,28.06,1.72,83.0,1,1,2,2,Sometimes,no,2,no,2,0,Sometimes,pt,3
Male,21,27.63,1.71,80.8,1,0,1,3,Sometimes,no,2,no,2,1,Sometimes,pt,3
Male,20,27.08,1.72,80.1,1,0,1,3,Sometimes,no,2,no,2,1,Sometimes,pt,3
Male,31,27.99,1.85,95.8,1,1,2,2,Sometimes,no,1,no,2,1,Sometimes,pt,3
Male,28,28.16,1.89,100.6,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,pt,3
Male,22,27.71,1.74,83.9,1,1,2,2,Sometimes,no,2,no,2,0,Sometimes,pt,3
Male,34,28.5,1.74,86.3,1,1,2,3,Sometimes,no,2,no,1,0,no,c,3
Male,19,28.41,1.76,88.0,1,0,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,32,28.21,1.79,90.4,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,pt,3
Male,34,28.88,1.86,99.9,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,3
Male,26,27.47,1.8,89.0,1,1,1,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,25,29.5,1.73,88.3,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Female,21,29.47,1.54,69.9,1,0,2,3,Sometimes,no,1,no,1,1,no,pt,3
Female,35,29.19,1.67,81.4,1,1,2,3,Sometimes,no,2,no,1,1,no,c,3
Female,35,27.71,1.68,78.2,1,1,2,1,Sometimes,no,1,no,1,0,no,c,3
Male,24,27.91,1.74,84.5,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,3
Female,44,29.03,1.74,87.9,1,1,2,2,Sometimes,no,1,no,1,0,no,c,3
Female,46,28.61,1.69,81.7,1,1,2,3,Sometimes,no,1,no,1,0,no,c,3
Male,23,28.02,1.8,90.8,1,1,1,1,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,22,27.4,1.73,82.0,1,1,2,3,Sometimes,no,2,no,3,1,no,pt,3
Male,32,27.52,1.93,102.5,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,32,28.26,1.72,83.6,1,1,2,3,Sometimes,no,1,no,1,0,no,c,3
Male,23,29.4,1.67,82.0,1,1,2,3,Sometimes,no,2,no,3,1,no,pt,3
Female,32,28.26,1.55,67.9,1,0,2,2,Sometimes,no,1,no,1,0,no,pt,3
Male,36,27.8,1.82,92.1,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,c,3
Female,22,29.09,1.53,68.1,1,0,2,3,Sometimes,no,1,no,1,1,no,pt,3
Male,20,29.16,1.75,89.3,1,1,2,3,Sometimes,no,2,no,3,0,Sometimes,pt,3
Female,21,28.29,1.54,67.1,1,0,2,3,Sometimes,no,1,no,2,1,no,pt,3
Male,24,28.08,1.81,92.0,1,1,1,1,Sometimes,no,2,no,1,0,Sometimes,pt,3
Female,24,28.71,1.69,82.0,1,1,2,2,Sometimes,no,1,no,1,1,no,pt,3
Male,25,29.31,1.72,86.7,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Female,25,29.4,1.67,82.0,1,1,2,3,Sometimes,no,2,no,1,0,no,pt,3
Male,30,28.76,1.76,89.1,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,26,27.53,1.75,84.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Female,30,27.02,1.71,79.0,1,1,3,3,Sometimes,no,1,no,2,1,Frequently,c,3
Male,18,28.86,1.71,84.4,1,0,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,3
Female,20,29.71,1.64,79.9,1,0,2,3,Sometimes,no,2,no,2,1,Sometimes,pt,3
Male,25,27.71,1.87,96.9,1,1,1,2,Sometimes,no,2,no,1,1,Sometimes,pt,3
Male,24,28.72,1.78,91.0,1,1,2,3,Sometimes,no,1,no,1,1,Sometimes,pt,3
Female,30,27.36,1.71,80.0,1,1,3,3,Sometimes,no,2,no,1,1,Frequently,c,3
Male,35,28.53,1.73,85.4,1,1,2,3,Sometimes,no,2,no,2,0,no,c,3
Female,29,28.33,1.67,79.0,1,1,2,1,Sometimes,no,1,no,1,0,Frequently,c,3
Male,56,29.76,1.67,83.0,1,1,2,3,Sometimes,no,2,no,1,0,no,c,3
Male,36,29.31,1.72,86.7,1,1,2,3,Sometimes,no,3,no,2,0,no,c,3
Male,22,28.5,1.69,81.4,1,1,2,2,Sometimes,no,2,no,2,1,no,pt,3
Female,39,27.38,1.69,78.2,1,1,2,3,Sometimes,no,1,no,1,0,no,c,3
Male,23,27.7,1.73,82.9,1,1,2,1,Sometimes,no,1,no,1,1,Sometimes,pt,3
Female,22,27.16,1.5,61.1,1,0,2,1,Sometimes,no,1,no,1,0,no,pt,3
Female,26,28.64,1.51,65.3,1,0,2,1,Sometimes,no,1,no,1,0,no,pt,3
Male,24,27.63,1.73,82.7,1,1,2,1,Sometimes,no,1,no,1,1,Sometimes,pt,3
Female,40,28.13,1.7,81.3,1,1,3,3,Sometimes,no,2,no,1,0,no,c,3
Female,35,28.03,1.68,79.1,1,1,2,1,Sometimes,no,1,no,1,0,no,c,3
Male,34,28.63,1.85,98.0,1,1,2,1,Sometimes,no,3,no,1,0,Sometimes,c,3
Female,21,27.62,1.66,76.1,1,0,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,20,27.36,1.71,80.0,1,0,1,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,47,29.94,1.73,89.6,1,1,2,3,Sometimes,no,1,no,1,0,no,c,3
Male,19,28.44,1.74,86.1,1,0,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,20,27.6,1.71,80.7,1,0,2,2,Sometimes,no,1,no,1,0,no,pt,3
Female,39,27.56,1.71,80.6,1,1,3,3,Sometimes,no,2,no,1,0,no,c,3
Male,24,29.53,1.83,98.9,1,1,1,2,Sometimes,no,2,no,2,1,Sometimes,pt,3
Male,34,28.73,1.72,85.0,1,1,2,1,Sometimes,no,2,no,2,0,no,c,3
Female,38,29.05,1.68,82.0,1,1,2,2,Sometimes,no,1,no,1,0,no,c,3
Female,20,29.26,1.6,74.9,1,0,3,3,Sometimes,no,2,no,3,1,Sometimes,pt,3
Male,38,27.58,1.85,94.4,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,c,3
Male,26,28.9,1.72,85.5,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,19,28.64,1.69,81.8,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,3
